[0.000000] (-) TimerEvent: {}
[0.000323] (warehouse_exercise) JobQueued: {'identifier': 'warehouse_exercise', 'dependencies': OrderedDict()}
[0.134953] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/meshes/aws_robomaker_warehouse_ClutteringA_01_collision.DAE\n'}
[0.135013] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials\n'}
[0.135075] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials/.DS_Store\n'}
[0.135135] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials/textures\n'}
[0.135193] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials/textures/aws_robomaker_warehouse_ClutteringA_02.png\n'}
[0.135252] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials/textures/aws_robomaker_warehouse_ClutteringA_03.png\n'}
[0.135382] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials/textures/aws_robomaker_warehouse_ClutteringA_01.png\n'}
[0.135446] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/materials/textures/.DS_Store\n'}
[0.135535] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/.DS_Store\n'}
[0.135589] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/model.config\n'}
[0.135652] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringA_01/model.sdf\n'}
[0.135712] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01\n'}
[0.135779] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/meshes\n'}
[0.135875] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/meshes/aws_robomaker_warehouse_ClutteringD_01_visual.DAE\n'}
[0.135938] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/meshes/aws_robomaker_warehouse_ClutteringD_01_collision.DAE\n'}
[0.136036] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/materials\n'}
[0.136099] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/materials/textures\n'}
[0.136153] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/materials/textures/aws_robomaker_warehouse_ClutteringD_02.png\n'}
[0.136207] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/materials/textures/aws_robomaker_warehouse_ClutteringD_01.png\n'}
[0.136261] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/model.config\n'}
[0.136322] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringD_01/model.sdf\n'}
[0.136380] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01\n'}
[0.136442] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/meshes\n'}
[0.136491] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/meshes/aws_robomaker_warehouse_WallB_01_collision.DAE\n'}
[0.136544] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/meshes/aws_robomaker_warehouse_WallB_01_visual.DAE\n'}
[0.136598] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/materials\n'}
[0.136645] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/materials/textures\n'}
[0.136693] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/materials/textures/aws_robomaker_warehouse_WallB_01.png\n'}
[0.136739] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/model.config\n'}
[0.136785] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_WallB_01/model.sdf\n'}
[0.136832] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/.DS_Store\n'}
[0.136884] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01\n'}
[0.136931] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/meshes\n'}
[0.136977] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/meshes/aws_robomaker_warehouse_Lamp_01_visual.DAE\n'}
[0.137024] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/meshes/aws_robomaker_warehouse_Lamp_01_collision.DAE\n'}
[0.137071] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/materials\n'}
[0.137118] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/materials/textures\n'}
[0.137163] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/materials/textures/aws_robomaker_warehouse_Lamp_01.png\n'}
[0.137210] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/model.config\n'}
[0.137264] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Lamp_01/model.sdf\n'}
[0.137313] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01\n'}
[0.137359] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/meshes\n'}
[0.137414] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/meshes/aws_robomaker_warehouse_ClutteringC_01_visual.DAE\n'}
[0.137463] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/meshes/aws_robomaker_warehouse_ClutteringC_01_collision.DAE\n'}
[0.137514] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/materials\n'}
[0.137560] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/materials/textures\n'}
[0.137610] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/materials/textures/aws_robomaker_warehouse_ClutteringC_02.png\n'}
[0.137671] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/materials/textures/aws_robomaker_warehouse_ClutteringC_01.png\n'}
[0.137721] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/model.config\n'}
[0.137771] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ClutteringC_01/model.sdf\n'}
[0.137818] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01\n'}
[0.137867] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/meshes\n'}
[0.137917] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/meshes/aws_robomaker_warehouse_PalletJackB_01_collision.DAE\n'}
[0.137965] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/meshes/aws_robomaker_warehouse_PalletJackB_01_visual.DAE\n'}
[0.138020] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/materials\n'}
[0.138068] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/materials/.DS_Store\n'}
[0.138116] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures\n'}
[0.138165] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures/aws_robomaker_warehouse_PalletJackB_02.png\n'}
[0.138214] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/materials/textures/aws_robomaker_warehouse_PalletJackB_01.png\n'}
[0.138273] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/.DS_Store\n'}
[0.138323] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/model.config\n'}
[0.138374] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_PalletJackB_01/model.sdf\n'}
[0.138424] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01\n'}
[0.138482] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/meshes\n'}
[0.138531] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/meshes/aws_robomaker_warehouse_Bucket_01_visual.DAE\n'}
[0.138579] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/meshes/aws_robomaker_warehouse_Bucket_01_collision.DAE\n'}
[0.138627] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/materials\n'}
[0.138673] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/materials/.DS_Store\n'}
[0.138721] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/materials/textures\n'}
[0.138768] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/materials/textures/aws_robomaker_warehouse_Bucket_01.png\n'}
[0.138815] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/.DS_Store\n'}
[0.138865] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/model.config\n'}
[0.138913] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_Bucket_01/model.sdf\n'}
[0.138964] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01\n'}
[0.139014] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/meshes\n'}
[0.139062] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/meshes/aws_robomaker_warehouse_DeskC_01_collision.DAE\n'}
[0.139110] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/meshes/aws_robomaker_warehouse_DeskC_01_visual.DAE\n'}
[0.139169] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials\n'}
[0.139220] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/.DS_Store\n'}
[0.139285] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/textures\n'}
[0.139345] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/textures/aws_robomaker_warehouse_DeskC_03.png\n'}
[0.139431] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/textures/aws_robomaker_warehouse_DeskC_01.png\n'}
[0.139481] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/textures/aws_robomaker_warehouse_DeskC_02.png\n'}
[0.139529] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/textures/aws_robomaker_warehouse_DeskC_03.psd\n'}
[0.139577] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/materials/textures/aws_robomaker_warehouse_DeskC_04.png\n'}
[0.139623] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/model.config\n'}
[0.139679] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_DeskC_01/model.sdf\n'}
[0.139727] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01\n'}
[0.139777] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/meshes\n'}
[0.139825] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/meshes/aws_robomaker_warehouse_ShelfF_01_collision.DAE\n'}
[0.139877] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/meshes/aws_robomaker_warehouse_ShelfF_01_visual.DAE\n'}
[0.139924] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/materials\n'}
[0.139970] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/materials/textures\n'}
[0.140018] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_03.png\n'}
[0.140064] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_01.png\n'}
[0.140117] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/materials/textures/aws_robomaker_warehouse_ShelfF_02.png\n'}
[0.140165] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/model.config\n'}
[0.140212] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_ShelfF_01/model.sdf\n'}
[0.140259] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01\n'}
[0.140311] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/meshes\n'}
[0.140360] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/meshes/aws_robomaker_warehouse_TrashCanC_01_collision.DAE\n'}
[0.140408] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/meshes/aws_robomaker_warehouse_TrashCanC_01_visual.DAE\n'}
[0.140456] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/materials\n'}
[0.140504] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/materials/textures\n'}
[0.140552] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/materials/textures/aws_robomaker_warehouse_TrashCanC_01.png\n'}
[0.140599] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/model.config\n'}
[0.140646] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/models/aws_robomaker_warehouse_TrashCanC_01/model.sdf\n'}
[0.140694] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/worlds\n'}
[0.140741] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/worlds/no_roof_small_warehouse\n'}
[0.140788] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/worlds/no_roof_small_warehouse/no_roof_small_warehouse.world\n'}
[0.140834] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/worlds/small_warehouse\n'}
[0.140891] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/worlds/small_warehouse/small_warehouse.world\n'}
[0.140939] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/maps\n'}
[0.140992] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/maps/.DS_Store\n'}
[0.141039] (warehouse_exercise) StdoutLine: {'line': b'-- Up-to-date: /home/usuario/Descargas/ros2_ws/src/install/warehouse_exercise/share/warehouse_exercise/rviz\n'}
